PoNumber,PostedDate,VendorID,VendorName,InvoiceNo,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,DebitedAmount,Commission,Year,Month,Day,NetSales,DueAmount,PaymentMethods,BankName,PostedNo
PO-202312-0868,2023-12-26,VND001,Creative Corporation,INV-20231226-7157,Hair Removal Cream,PRD0018,Cosmetics,CAT002,2635.24,66,173925.84,37082.02,136843.82,1971.94,134871.88,4693.43,2023,12,26,130178.45,69287.61,Cheque,Sonali Bank,ENT-20231226-00868
PO-202312-0780,2023-12-26,VND004,Organic Solutions,INV-20231226-9088,Hair Conditioner,PRD0039,Hygiene Products,CAT004,1620.52,56,90749.12,26591.66,64157.46,5905.72,58251.74,7918.76,2023,12,26,50332.98,30786.2,Bkash,,ENT-20231226-00780
PO-202312-1725,2023-12-26,VND002,Kazi Tea IND Ltd.,INV-20231226-4708,Hoodie,PRD0075,Fashion Apparel,CAT001,635.76,34,21615.84,3673.21,17942.63,372.03,17570.6,913.71,2023,12,26,16656.89,6626.1,Bank Transfer,City Bank,ENT-20231226-01725
PO-202312-1232,2023-12-26,VND002,Kazi Tea IND Ltd.,INV-20231226-1947,Foot Care Cream,PRD0041,Cosmetics,CAT002,1153.2,67,77264.4,16613.0,60651.4,1705.89,58945.51,4876.69,2023,12,26,54068.82,48519.27,Cash,,ENT-20231226-01232
PO-202312-0061,2023-12-25,VND002,Kazi Tea IND Ltd.,INV-20231225-1839,Men's Nightwear,PRD0048,Fashion Apparel,CAT001,1446.94,93,134565.42,24165.69,110399.73,7115.93,103283.8,9651.69,2023,12,25,93632.11,70780.68,Bkash,,ENT-20231225-00061
PO-202312-1004,2023-12-24,VND002,Kazi Tea IND Ltd.,INV-20231224-2190,Aftershave,PRD0057,Hygiene Products,CAT004,1288.39,87,112089.93,4991.08,107098.85,9400.35,97698.5,4642.03,2023,12,24,93056.47,31504.85,Cheque,Dutch Bangla Bank,ENT-20231224-01004
PO-202312-0250,2023-12-24,VND002,Kazi Tea IND Ltd.,INV-20231224-4301,Shampoo,PRD0007,Hygiene Products,CAT004,2680.02,51,136681.02,37892.71,98788.31,7763.06,91025.25,11967.96,2023,12,24,79057.29,21458.46,Cheque,BRAC Bank,ENT-20231224-00250
PO-202312-0169,2023-12-24,VND007,Style Mart Brand,INV-20231224-5753,Personal Toys,PRD0040,Hygiene Products,CAT004,3792.49,71,269266.79,43629.27,225637.52,20514.8,205122.72,4351.71,2023,12,24,200771.01,4779.26,Bkash,,ENT-20231224-00169
PO-202312-0046,2023-12-23,VND002,Kazi Tea IND Ltd.,INV-20231223-4406,Sanitary Napkins,PRD0030,Hygiene Products,CAT004,1661.37,93,154507.41,28669.96,125837.45,8778.36,117059.09,9408.35,2023,12,23,107650.74,53730.31,Cash,,ENT-20231223-00046
PO-202312-0439,2023-12-22,VND007,Style Mart Brand,INV-20231222-9255,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,1677.55,73,122461.15,4086.18,118374.97,6074.4,112300.57,5888.78,2023,12,22,106411.79,3780.53,Cash,,ENT-20231222-00439
PO-202312-0393,2023-12-21,VND006,Sun Corporation Ltd.,INV-20231221-2859,Hair Conditioner,PRD0039,Hygiene Products,CAT004,4833.95,25,120848.75,17156.15,103692.6,5214.24,98478.36,14117.87,2023,12,21,84360.49,8966.78,Bkash,,ENT-20231221-00393
PO-202312-1235,2023-12-20,VND006,Sun Corporation Ltd.,INV-20231220-8144,Face Mask,PRD0054,Cosmetics,CAT002,3536.32,255,901761.6,90176.16,811585.44,40579.27,771006.17,38550.31,2023,12,20,732455.86,58337.36,Cheque,Dutch Bangla Bank,ENT-20231220-01235
PO-202312-1133,2023-12-20,VND002,Kazi Tea IND Ltd.,INV-20231220-8754,Hair Spray,PRD0071,Cosmetics,CAT002,3923.82,53,207962.46,20796.25,187166.21,9358.31,177807.9,8890.4,2023,12,20,168917.5,77657.66,Bank Transfer,Sonali Bank,ENT-20231220-01133
PO-202312-1235,2023-12-20,VND006,Sun Corporation Ltd.,INV-20231220-8144,Face Mask,PRD0054,Cosmetics,CAT002,1214.18,6,7285.08,283.39,7001.69,180.43,6821.26,826.64,2023,12,20,5994.62,5498.18,Cheque,Dutch Bangla Bank,ENT-20231220-01235
PO-202312-1133,2023-12-20,VND002,Kazi Tea IND Ltd.,INV-20231220-8754,Hair Spray,PRD0071,Cosmetics,CAT002,3440.32,37,127291.84,7259.42,120032.42,3871.74,116160.68,1311.96,2023,12,20,114848.72,75740.77,Bank Transfer,Sonali Bank,ENT-20231220-01133
PO-202312-0157,2023-12-20,VND006,Sun Corporation Ltd.,INV-20231220-5538,Hoodie,PRD0075,Fashion Apparel,CAT001,4449.12,97,431564.64,71730.8,359833.84,9540.86,350292.98,5827.2,2023,12,20,344465.78,294443.42,Bank Transfer,Dutch Bangla Bank,ENT-20231220-00157
PO-202312-0208,2023-12-20,VND002,Kazi Tea IND Ltd.,INV-20231220-5353,Hoodie,PRD0075,Fashion Apparel,CAT001,371.18,75,27838.5,141.85,27696.65,2638.95,25057.7,1924.51,2023,12,20,23133.19,20636.2,Bank Transfer,Janata Bank,ENT-20231220-00208
PO-202312-1497,2023-12-20,VND001,Creative Corporation,INV-20231220-2925,Hoodie,PRD0075,Fashion Apparel,CAT001,142.84,34,4856.56,446.72,4409.84,271.15,4138.69,368.34,2023,12,20,3770.35,970.75,Cheque,Dutch Bangla Bank,ENT-20231220-01497
PO-202312-0318,2023-12-19,VND007,Style Mart Brand,INV-20231219-7843,Compact Powder,PRD0042,Cosmetics,CAT002,4757.99,31,147497.69,25774.62,121723.07,10616.0,111107.07,7026.71,2023,12,19,104080.36,101628.32,Bank Transfer,City Bank,ENT-20231219-00318
PO-202312-0963,2023-12-19,VND005,Yello Energy Co.,INV-20231219-8966,Face Mask,PRD0054,Cosmetics,CAT002,3723.32,5,18616.6,84.73,18531.87,898.81,17633.06,742.44,2023,12,19,16890.62,3075.79,Cash,,ENT-20231219-00963
PO-202312-0099,2023-12-18,VND004,Organic Solutions,INV-20231218-5774,Footwear,PRD0065,Hygiene Products,CAT004,2739.96,58,158917.68,45631.55,113286.13,9644.42,103641.71,4750.2,2023,12,18,98891.51,50307.82,Bkash,,ENT-20231218-00099
PO-202312-1949,2023-12-18,VND007,Style Mart Brand,INV-20231218-3418,Hair Color,PRD0052,Hygiene Products,CAT004,486.17,61,29656.37,1902.87,27753.5,2569.51,25183.99,3371.45,2023,12,18,21812.54,21050.12,Bank Transfer,Nagad,ENT-20231218-01949
PO-202312-1441,2023-12-17,VND004,Organic Solutions,INV-20231217-9200,Makeup Kit,PRD0056,Cosmetics,CAT002,525.13,88,46211.44,7564.59,38646.85,1711.94,36934.91,568.81,2023,12,17,36366.1,21813.52,Cash,,ENT-20231217-01441
PO-202312-0721,2023-12-17,VND001,Creative Corporation,INV-20231217-8458,Aftershave,PRD0057,Hygiene Products,CAT004,4245.62,77,326912.74,32713.06,294199.68,10943.18,283256.5,34618.05,2023,12,17,248638.45,202399.04,Cheque,Bkash,ENT-20231217-00721
PO-202312-1271,2023-12-17,VND001,Creative Corporation,INV-20231217-4073,Hair Removal Cream,PRD0018,Cosmetics,CAT002,1329.76,13,17286.88,322.88,16964.0,700.05,16263.95,1903.4,2023,12,17,14360.55,3298.05,Nagad,,ENT-20231217-01271
PO-202312-0068,2023-12-17,VND003,Shanti Enterprises,INV-20231217-7317,Sunglasses,PRD0027,Accessories,CAT003,174.44,96,16746.24,4893.02,11853.22,981.99,10871.23,470.93,2023,12,17,10400.3,397.48,Cash,,ENT-20231217-00068
PO-202312-0643,2023-12-16,VND006,Sun Corporation Ltd.,INV-20231216-2602,Gloves,PRD0023,Hygiene Products,CAT004,3322.29,44,146180.76,25041.13,121139.63,1499.14,119640.49,5984.36,2023,12,16,113656.13,34148.46,Cheque,Rupali Bank,ENT-20231216-00643
PO-202312-0618,2023-12-16,VND001,Creative Corporation,INV-20231216-5761,Gloves,PRD0023,Hygiene Products,CAT004,1720.95,78,134234.1,913.35,133320.75,2512.46,130808.29,16093.97,2023,12,16,114714.32,2986.82,Bank Transfer,Dutch Bangla Bank,ENT-20231216-00618
PO-202312-1080,2023-12-16,VND006,Sun Corporation Ltd.,INV-20231216-3996,Hair Conditioner,PRD0039,Hygiene Products,CAT004,2187.93,96,210041.28,18066.99,191974.29,6989.42,184984.87,23378.67,2023,12,16,161606.2,57060.2,Nagad,,ENT-20231216-01080
PO-202312-0427,2023-12-15,VND002,Kazi Tea IND Ltd.,INV-20231215-9905,Women's Saree,PRD0072,Fashion Apparel,CAT001,4786.18,8,38289.44,2405.86,35883.58,2026.27,33857.31,1962.62,2023,12,15,31894.69,26641.32,Cash,,ENT-20231215-00427
PO-202312-0379,2023-12-15,VND006,Sun Corporation Ltd.,INV-20231215-9962,Hair Removal Cream,PRD0018,Cosmetics,CAT002,1019.36,5,5096.8,383.52,4713.28,335.45,4377.83,345.19,2023,12,15,4032.64,2542.06,Cash,,ENT-20231215-00379
PO-202312-1407,2023-12-14,VND005,Yello Energy Co.,INV-20231214-3208,Women's Leggings,PRD0079,Fashion Apparel,CAT001,3343.55,95,317637.25,46585.61,271051.64,24702.72,246348.92,21103.91,2023,12,14,225245.01,159895.17,Cheque,BRAC Bank,ENT-20231214-01407
PO-202312-1407,2023-12-14,VND005,Yello Energy Co.,INV-20231214-3208,Women's Leggings,PRD0079,Fashion Apparel,CAT001,4647.21,500,2323605.0,232360.5,2091244.5,104562.23,1986682.27,99334.11,2023,12,14,1887348.16,614868.2,Cheque,BRAC Bank,ENT-20231214-01407
PO-202312-0027,2023-12-14,VND005,Yello Energy Co.,INV-20231214-7360,Kids Dress,PRD0067,Fashion Apparel,CAT001,2202.46,33,72681.18,20757.94,51923.24,4342.78,47580.46,6506.52,2023,12,14,41073.94,38196.55,Cheque,Sonali Bank,ENT-20231214-00027
PO-202312-1495,2023-12-13,VND003,Shanti Enterprises,INV-20231213-2029,Hair Accessories,PRD0029,Hygiene Products,CAT004,2964.93,96,284633.28,31910.18,252723.1,16505.83,236217.27,14476.57,2023,12,13,221740.7,74546.2,Cheque,Sonali Bank,ENT-20231213-01495
PO-202312-0158,2023-12-13,VND001,Creative Corporation,INV-20231213-4221,Aftershave,PRD0057,Hygiene Products,CAT004,3324.82,71,236062.22,38922.34,197139.88,4924.77,192215.11,22548.63,2023,12,13,169666.48,112432.6,Bank Transfer,Nagad,ENT-20231213-00158
PO-202312-0591,2023-12-13,VND002,Kazi Tea IND Ltd.,INV-20231213-9373,Compact Powder,PRD0042,Cosmetics,CAT002,1600.54,13,20807.02,2227.51,18579.51,1789.36,16790.15,1700.59,2023,12,13,15089.56,13959.17,Cash,,ENT-20231213-00591
PO-202312-0366,2023-12-12,VND001,Creative Corporation,INV-20231212-2013,Body Wash,PRD0058,Hygiene Products,CAT004,3086.47,60,185188.2,15666.2,169522.0,7102.79,162419.21,17596.44,2023,12,12,144822.77,106124.18,Bkash,,ENT-20231212-00366
PO-202312-1015,2023-12-11,VND003,Shanti Enterprises,INV-20231211-6716,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,1669.99,33,55109.67,13536.83,41572.84,1843.74,39729.1,5262.67,2023,12,11,34466.43,33506.23,Nagad,,ENT-20231211-01015
PO-202312-0314,2023-12-11,VND006,Sun Corporation Ltd.,INV-20231211-2612,Men Jeans,PRD0078,Fashion Apparel,CAT001,4485.66,52,233254.32,11093.79,222160.53,16554.27,205606.26,26673.46,2023,12,11,178932.8,97000.57,Nagad,,ENT-20231211-00314
PO-202312-1192,2023-12-11,VND007,Style Mart Brand,INV-20231211-8994,Women's Nightwear,PRD0003,Fashion Apparel,CAT001,1959.64,70,137174.8,37458.09,99716.71,7425.19,92291.52,2152.4,2023,12,11,90139.12,11066.68,Bkash,,ENT-20231211-01192
PO-202312-1641,2023-12-11,VND006,Sun Corporation Ltd.,INV-20231211-2512,Women's Top,PRD0005,Fashion Apparel,CAT001,4883.75,96,468840.0,43558.79,425281.21,10061.48,415219.73,39141.36,2023,12,11,376078.37,135905.89,Cheque,City Bank,ENT-20231211-01641
PO-202312-1222,2023-12-11,VND002,Kazi Tea IND Ltd.,INV-20231211-2335,Shampoo,PRD0007,Hygiene Products,CAT004,3853.03,72,277418.16,65031.16,212387.0,10088.0,202299.0,24116.62,2023,12,11,178182.38,55360.49,Bank Transfer,Dutch Bangla Bank,ENT-20231211-01222
PO-202312-1481,2023-12-11,VND004,Organic Solutions,INV-20231211-2985,Hair Serum,PRD0011,Cosmetics,CAT002,145.66,83,12089.78,2652.8,9436.98,886.5,8550.48,929.14,2023,12,11,7621.34,3225.11,Nagad,,ENT-20231211-01481
PO-202312-1145,2023-12-10,VND007,Style Mart Brand,INV-20231210-5840,Nail Polish,PRD0055,Cosmetics,CAT002,2617.72,53,138739.16,36604.28,102134.88,8031.44,94103.44,1902.88,2023,12,10,92200.56,35018.55,Bank Transfer,Bkash,ENT-20231210-01145
PO-202312-1233,2023-12-09,VND004,Organic Solutions,INV-20231209-6264,Scarf,PRD0076,Accessories,CAT003,3324.06,64,212739.84,25011.25,187728.59,18611.69,169116.9,15402.49,2023,12,9,153714.41,97874.62,Nagad,,ENT-20231209-01233
PO-202312-0513,2023-12-09,VND007,Style Mart Brand,INV-20231209-5051,Face Serum,PRD0053,Cosmetics,CAT002,3719.45,49,182253.05,19095.13,163157.92,1840.29,161317.63,15813.35,2023,12,9,145504.28,131262.35,Bkash,,ENT-20231209-00513
PO-202312-0515,2023-12-09,VND003,Shanti Enterprises,INV-20231209-7681,Toothpaste,PRD0063,Hygiene Products,CAT004,2502.6,83,207715.8,15760.17,191955.63,13466.91,178488.72,12860.23,2023,12,9,165628.49,46115.14,Bkash,,ENT-20231209-00515
PO-202312-1920,2023-12-08,VND002,Kazi Tea IND Ltd.,INV-20231208-8032,Hair Color,PRD0052,Hygiene Products,CAT004,4468.64,417,1863422.88,186342.29,1677080.59,83854.03,1593226.56,79661.33,2023,12,8,1513565.23,163634.77,Bank Transfer,Rupali Bank,ENT-20231208-01920
PO-202312-1920,2023-12-08,VND002,Kazi Tea IND Ltd.,INV-20231208-8032,Hair Color,PRD0052,Hygiene Products,CAT004,4451.84,13,57873.92,15859.28,42014.64,3752.63,38262.01,4208.97,2023,12,8,34053.04,34046.19,Bank Transfer,Rupali Bank,ENT-20231208-01920
PO-202312-1666,2023-12-08,VND003,Shanti Enterprises,INV-20231208-8987,Umbrella,PRD0060,Accessories,CAT003,2540.57,41,104163.37,9671.82,94491.55,5104.11,89387.44,4484.38,2023,12,8,84903.06,64085.23,Bank Transfer,Dutch Bangla Bank,ENT-20231208-01666
PO-202312-1460,2023-12-07,VND003,Shanti Enterprises,INV-20231207-9520,Scarf,PRD0076,Accessories,CAT003,887.07,24,21289.68,6243.63,15046.05,993.43,14052.62,831.82,2023,12,7,13220.8,12111.87,Cash,,ENT-20231207-01460
PO-202312-1853,2023-12-06,VND003,Shanti Enterprises,INV-20231206-9192,Hair Dryer,PRD0013,Hygiene Products,CAT004,2614.68,23,60137.64,14754.48,45383.16,4317.65,41065.51,3084.84,2023,12,6,37980.67,17103.75,Cheque,BRAC Bank,ENT-20231206-01853
PO-202312-0326,2023-12-06,VND007,Style Mart Brand,INV-20231206-2883,Hair Gel,PRD0077,Hygiene Products,CAT004,1329.08,93,123604.44,6407.04,117197.4,10508.3,106689.1,1711.17,2023,12,6,104977.93,70203.32,Cash,,ENT-20231206-00326
PO-202312-1675,2023-12-06,VND004,Organic Solutions,INV-20231206-8938,Feminine Wash,PRD0028,Hygiene Products,CAT004,3268.39,36,117662.04,22102.44,95559.6,5692.03,89867.57,10018.17,2023,12,6,79849.4,24573.61,Bank Transfer,Sonali Bank,ENT-20231206-01675
PO-202312-1675,2023-12-06,VND004,Organic Solutions,INV-20231206-8938,Feminine Wash,PRD0028,Hygiene Products,CAT004,2934.59,225,660282.75,66028.28,594254.47,29712.72,564541.75,28227.09,2023,12,6,536314.66,207048.48,Bank Transfer,Sonali Bank,ENT-20231206-01675
PO-202312-0096,2023-12-05,VND005,Yello Energy Co.,INV-20231205-9056,Jewelry Set,PRD0044,Accessories,CAT003,2264.28,2,4528.56,1220.99,3307.57,24.75,3282.82,367.65,2023,12,5,2915.17,360.02,Cash,,ENT-20231205-00096
PO-202312-1372,2023-12-05,VND005,Yello Energy Co.,INV-20231205-5291,Baby Wipes,PRD0069,Hygiene Products,CAT004,1488.67,97,144400.99,27039.31,117361.68,11407.31,105954.37,504.28,2023,12,5,105450.09,84671.36,Bkash,,ENT-20231205-01372
PO-202312-0109,2023-12-05,VND003,Shanti Enterprises,INV-20231205-2949,Keychain,PRD0012,Accessories,CAT003,339.66,27,9170.82,1491.51,7679.31,355.7,7323.61,943.12,2023,12,5,6380.49,1245.45,Bkash,,ENT-20231205-00109
PO-202312-0069,2023-12-04,VND006,Sun Corporation Ltd.,INV-20231204-6870,Women's Leggings,PRD0079,Fashion Apparel,CAT001,813.9,75,61042.5,5746.65,55295.85,4522.14,50773.71,7292.53,2023,12,4,43481.18,35231.47,Bkash,,ENT-20231204-00069
PO-202312-0727,2023-12-04,VND006,Sun Corporation Ltd.,INV-20231204-6722,Personal Lubricant,PRD0070,Hygiene Products,CAT004,3315.86,53,175740.58,46665.41,129075.17,11093.86,117981.31,7720.14,2023,12,4,110261.17,68458.32,Bank Transfer,City Bank,ENT-20231204-00727
PO-202312-1466,2023-12-04,VND001,Creative Corporation,INV-20231204-3239,Body Mist,PRD0035,Cosmetics,CAT002,4166.79,46,191672.34,42329.3,149343.04,3059.73,146283.31,7530.44,2023,12,4,138752.87,103310.76,Bkash,,ENT-20231204-01466
PO-202312-0142,2023-12-04,VND001,Creative Corporation,INV-20231204-4691,Hair Straightener,PRD0073,Hygiene Products,CAT004,3997.98,51,203896.98,12777.04,191119.94,4436.65,186683.29,10074.86,2023,12,4,176608.43,121211.26,Cash,,ENT-20231204-00142
PO-202312-0171,2023-12-04,VND003,Shanti Enterprises,INV-20231204-5245,Face Toner,PRD0033,Hygiene Products,CAT004,132.75,98,13009.5,3163.25,9846.25,206.11,9640.14,354.56,2023,12,4,9285.58,2547.72,Cash,,ENT-20231204-00171
PO-202312-1002,2023-12-04,VND003,Shanti Enterprises,INV-20231204-9440,Keychain,PRD0012,Accessories,CAT003,653.43,13,8494.59,1441.33,7053.26,195.38,6857.88,584.0,2023,12,4,6273.88,1202.72,Nagad,,ENT-20231204-01002
PO-202312-0234,2023-12-04,VND002,Kazi Tea IND Ltd.,INV-20231204-2863,Sunscreen,PRD0068,Hygiene Products,CAT004,2627.02,65,170756.3,50903.58,119852.72,4089.94,115762.78,9099.36,2023,12,4,106663.42,61274.79,Bkash,,ENT-20231204-00234
PO-202312-0288,2023-12-02,VND002,Kazi Tea IND Ltd.,INV-20231202-9569,Men Shirt,PRD0010,Fashion Apparel,CAT001,262.8,73,19184.4,3048.04,16136.36,1491.68,14644.68,2070.79,2023,12,2,12573.89,7540.39,Nagad,,ENT-20231202-00288
PO-202312-1826,2023-12-02,VND006,Sun Corporation Ltd.,INV-20231202-2755,Body Mist,PRD0035,Cosmetics,CAT002,1623.9,71,115296.9,32348.12,82948.78,6908.46,76040.32,10591.58,2023,12,2,65448.74,44532.95,Nagad,,ENT-20231202-01826
PO-202312-1809,2023-12-01,VND005,Yello Energy Co.,INV-20231201-1318,Body Mist,PRD0035,Cosmetics,CAT002,3096.54,81,250819.74,72613.81,178205.93,15575.85,162630.08,23146.86,2023,12,1,139483.22,95278.76,Cash,,ENT-20231201-01809
PO-202312-1523,2023-12-01,VND005,Yello Energy Co.,INV-20231201-7805,Disinfectant Spray,PRD0037,Cosmetics,CAT002,4548.62,91,413924.42,40871.07,373053.35,6007.34,367046.01,21036.29,2023,12,1,346009.72,213098.53,Cash,,ENT-20231201-01523
PO-202312-1990,2023-12-01,VND005,Yello Energy Co.,INV-20231201-6248,Compact Powder,PRD0042,Cosmetics,CAT002,2173.74,42,91297.08,324.57,90972.51,689.6,90282.91,901.39,2023,12,1,89381.52,44211.8,Nagad,,ENT-20231201-01990
PO-202311-0384,2023-11-30,VND002,Kazi Tea IND Ltd.,INV-20231130-8185,Compact Powder,PRD0042,Cosmetics,CAT002,990.97,23,22792.31,6316.56,16475.75,1506.85,14968.9,2212.36,2023,11,30,12756.54,6082.17,Bank Transfer,Nagad,ENT-20231130-00384
PO-202311-1875,2023-11-30,VND003,Shanti Enterprises,INV-20231130-1258,Hair Conditioner,PRD0039,Hygiene Products,CAT004,3383.94,21,71062.74,6707.89,64354.85,6223.71,58131.14,6473.06,2023,11,30,51658.08,28061.46,Bank Transfer,Sonali Bank,ENT-20231130-01875
PO-202311-1043,2023-11-30,VND003,Shanti Enterprises,INV-20231130-1792,Hair Color,PRD0052,Hygiene Products,CAT004,155.46,86,13369.56,62.82,13306.74,52.6,13254.14,328.92,2023,11,30,12925.22,10442.62,Bkash,,ENT-20231130-01043
PO-202311-0910,2023-11-29,VND003,Shanti Enterprises,INV-20231129-6573,Shaving Cream,PRD0066,Cosmetics,CAT002,3986.18,24,95668.32,4445.87,91222.45,1904.84,89317.61,9296.48,2023,11,29,80021.13,5329.85,Bank Transfer,City Bank,ENT-20231129-00910
PO-202311-1411,2023-11-29,VND002,Kazi Tea IND Ltd.,INV-20231129-2269,Compact Powder,PRD0042,Cosmetics,CAT002,2256.25,84,189525.0,25713.59,163811.41,3580.73,160230.68,12779.18,2023,11,29,147451.5,93524.47,Bkash,,ENT-20231129-01411
PO-202311-0478,2023-11-28,VND007,Style Mart Brand,INV-20231128-6109,Perfume,PRD0014,Cosmetics,CAT002,4944.6,61,301620.6,47250.79,254369.81,20644.72,233725.09,10124.43,2023,11,28,223600.66,188396.87,Bkash,,ENT-20231128-00478
PO-202311-1458,2023-11-28,VND007,Style Mart Brand,INV-20231128-6750,Underarm Whitening Cream,PRD0050,Cosmetics,CAT002,1865.23,53,98857.19,19016.8,79840.39,755.35,79085.04,6283.89,2023,11,28,72801.15,45326.97,Bank Transfer,City Bank,ENT-20231128-01458
PO-202311-0650,2023-11-28,VND003,Shanti Enterprises,INV-20231128-9299,Men Polo Shirt,PRD0080,Fashion Apparel,CAT001,4848.47,92,446059.24,89850.34,356208.9,359.54,355849.36,46611.25,2023,11,28,309238.11,11152.23,Cheque,BRAC Bank,ENT-20231128-00650
PO-202311-0500,2023-11-28,VND002,Kazi Tea IND Ltd.,INV-20231128-2981,Hair Color,PRD0052,Hygiene Products,CAT004,1412.28,9,12710.52,2936.82,9773.7,821.99,8951.71,872.3,2023,11,28,8079.41,8019.08,Cheque,Bkash,ENT-20231128-00500
PO-202311-0204,2023-11-27,VND007,Style Mart Brand,INV-20231127-4545,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,430.22,65,27964.3,6884.3,21080.0,446.11,20633.89,2664.21,2023,11,27,17969.68,11949.61,Cheque,Bkash,ENT-20231127-00204
PO-202311-1186,2023-11-27,VND001,Creative Corporation,INV-20231127-9654,Body Scrub,PRD0047,Hygiene Products,CAT004,1058.8,94,99527.2,16543.2,82984.0,8145.09,74838.91,6743.13,2023,11,27,68095.78,51065.09,Nagad,,ENT-20231127-01186
PO-202311-0426,2023-11-26,VND005,Yello Energy Co.,INV-20231126-8651,Underarm Whitening Cream,PRD0050,Cosmetics,CAT002,1378.85,76,104792.6,13745.41,91047.19,1664.68,89382.51,10700.47,2023,11,26,78682.04,69297.12,Nagad,,ENT-20231126-00426
PO-202311-0118,2023-11-26,VND003,Shanti Enterprises,INV-20231126-5677,Women's Kurti,PRD0081,Fashion Apparel,CAT001,1205.32,61,73524.52,10165.5,63359.02,3118.57,60240.45,4349.36,2023,11,26,55891.09,27135.68,Bkash,,ENT-20231126-00118
PO-202311-0188,2023-11-26,VND002,Kazi Tea IND Ltd.,INV-20231126-4023,Kids Dress,PRD0067,Fashion Apparel,CAT001,1154.66,6,6927.96,1158.28,5769.68,508.07,5261.61,441.39,2023,11,26,4820.22,334.91,Cash,,ENT-20231126-00188
PO-202311-0187,2023-11-26,VND004,Organic Solutions,INV-20231126-5512,Personal Lubricant,PRD0070,Hygiene Products,CAT004,4592.95,5,22964.75,5245.89,17718.86,1085.39,16633.47,1933.01,2023,11,26,14700.46,12433.83,Nagad,,ENT-20231126-00187
PO-202311-1940,2023-11-25,VND003,Shanti Enterprises,INV-20231125-9789,Hair Dryer,PRD0013,Hygiene Products,CAT004,1191.74,56,66737.44,16445.84,50291.6,3879.47,46412.13,1558.99,2023,11,25,44853.14,3095.72,Bank Transfer,Sonali Bank,ENT-20231125-01940
PO-202311-0324,2023-11-25,VND003,Shanti Enterprises,INV-20231125-1971,Diapers,PRD0024,Hygiene Products,CAT004,440.07,16,7041.12,508.36,6532.76,216.19,6316.57,287.89,2023,11,25,6028.68,3042.79,Cheque,Rupali Bank,ENT-20231125-00324
PO-202311-0628,2023-11-25,VND002,Kazi Tea IND Ltd.,INV-20231125-7679,Sunscreen,PRD0068,Hygiene Products,CAT004,2092.17,20,41843.4,8130.8,33712.6,141.56,33571.04,941.22,2023,11,25,32629.82,15756.27,Bkash,,ENT-20231125-00628
PO-202311-0299,2023-11-24,VND003,Shanti Enterprises,INV-20231124-5725,Women's Leggings,PRD0079,Fashion Apparel,CAT001,3963.31,20,79266.2,3341.46,75924.74,2887.08,73037.66,62.47,2023,11,24,72975.19,41114.06,Bkash,,ENT-20231124-00299
PO-202311-1798,2023-11-24,VND007,Style Mart Brand,INV-20231124-7694,Scarf,PRD0076,Accessories,CAT003,3461.97,60,207718.2,6072.39,201645.81,15951.26,185694.55,22504.09,2023,11,24,163190.46,133934.7,Cash,,ENT-20231124-01798
PO-202311-0882,2023-11-22,VND001,Creative Corporation,INV-20231122-2831,Disinfectant Spray,PRD0037,Cosmetics,CAT002,4886.54,68,332284.72,80158.01,252126.71,12111.89,240014.82,24189.63,2023,11,22,215825.19,37409.11,Bkash,,ENT-20231122-00882
PO-202311-1863,2023-11-22,VND002,Kazi Tea IND Ltd.,INV-20231122-2454,Lipstick,PRD0061,Cosmetics,CAT002,3670.51,51,187196.01,45940.33,141255.68,1212.38,140043.3,16731.23,2023,11,22,123312.07,60244.07,Bank Transfer,Rupali Bank,ENT-20231122-01863
